LONGITUDE VZ	LATITUDE VZ	GLOBALID	REQUESTTYPE	REQUESTDATE	STREETSEGID	COMMENTS	USERTYPE
-77.06612174	38.9606553	{151C0AAC-5D2D-4E69-8A47-89BF3AE79F0D}	Red light running	2017-03-11T05:56:42.000Z	7310	The intersection and lights are confusing. Drivers turning east onto Military do not obey the red light in front of the Broad Branch road	Car Driver
-77.06252206	38.95796272	{C7D32AA6-49BF-4B1A-8146-9C5FEAE28A55}	Other Walking Issue	2017-03-11T06:06:56.000Z	9016	no sidewalks!	Pedestrian
-77.07047451	38.95614689	{BB0B9B73-D326-4264-B70D-BCCFA7511B3D}	Failure to stop for pedestrians	2017-03-11T06:34:03.000Z	320	"drivers turn right on red here, frequently failing to stop for pedestrians crossing nebraska"	Car Driver
-77.07088644	38.92255316	{EBCFA901-D5FE-4537-885F-86A74BFDF009}	Speeding	2017-03-11T06:41:20.000Z	9178		Pedestrian
-77.01214796	38.88606575	{3F0D6C19-AFFF-4583-9BF0-DBD68D29BBFA}	Red light running	2017-03-30T17:37:31.000Z	773	Sometimes cars pass through a red light while pedestrians are crossing Washington Ave SW towards the American Veterans Disabled for Life Memorial or towards the Rayburn/Bartholdi Park.	Pedestrian
-77.03765559	38.90687377	{961E7851-DD4F-41DC-96F3-CB15BCF09941}	Failure to stop for pedestrians	2017-04-14T02:21:16.000Z	8833	My office overlooks this crosswalks. Many near misses of pedestrians. Someone will get badly hurt. Cars must be slowed or stopped. Multiple slammed breaks every hour	Pedestrian
-77.08705573	38.93657497	{2ACF6DCE-6E35-4990-B51E-52014DD4E8F0}	Other Driving Issue	2017-04-23T22:20:12.000Z	6571	"Need to explain the new signal better to drivers. Some blow right through it when they aren't supposed to, and others stop at the light when they don't need to. Can create dangerous situations for all involved."	Pedestrian
-77.0364463	38.9390372	{750CE84C-C964-41AE-9EF1-217DE7CC3596}	Speeding	2017-04-26T20:06:35.000Z	3797	"Due to the large turning radius on the southeast corner of the intersection, the speed of right turning vehicles heading northbound and turning eastbound to Arkansas Avenue is very high and not safe for pedestrians."	Pedestrian
-77.03637283	38.97151475	{8F0873E6-6C45-4820-9E83-387AEA890D42}	Failure to stop for pedestrians	2017-04-27T19:46:16.000Z	267	"some cars/buses stop for pedestrians to cross, but other cars go around stopped cars.  There is no yellow pedestrian crossing sign. However, those signs don't seem to work, and stopping for pedestrian crossing isn't enforced in DC."	Pedestrian
-77.02837768	38.90724847	{1F588DC7-0E2A-4F3D-B87B-44ED9333C512}	Failure to stop for pedestrians	2017-05-01T18:01:29.000Z	11801	jfg	Biker
-77.05325144	38.90720929	{50D52EE6-B949-42EB-AB52-5384A2FA7CFB}	Stop sign running	2017-05-02T16:34:52.000Z	402	"as a pedestrian, I witnessed a car running a stop sign, nearly striking a cyclist."	Pedestrian
-77.03801141	38.89639708	{E36F1407-1B09-4041-A57B-9D39C4317396}	Poor visibility	2017-05-03T15:11:10.000Z	4382	jdfkl;e	Car Driver
-77.00357119	38.90252267	{84BFA192-E7FC-4BBD-8D5B-F5260DB86F6F}	Red light running	2017-05-04T23:10:11.000Z	1100	On several occasions I have nearly been hit by Westbound cars on K Street that blatantly run a red light.	Pedestrian
-77.01896358	38.9426311	{E529E8B9-A764-4920-9BC0-73D99BAB6505}	Speeding	2017-05-05T18:36:42.000Z	3611	"A white truck sped from the inner lane to the Illinois Ave exit. As the driver passed near me he said, ""I'll f***ing run you over next time!"""	Biker
-77.01872775	38.94349728	{7F03040E-A2E9-4330-BAF6-9E931AF0DF63}	Long distance to cross	2017-05-05T18:37:51.000Z	9255	This is an issue at this crosswalk as cars are also speeding and exiting the circle at high speeds.	Pedestrian
-77.03195422	38.89937377	{BCCCC24C-AD68-43DB-B56B-2BDD1E5A1F38}	Blocking the crosswalk	2017-05-05T18:39:29.000Z	91		Biker
-77.02704172	38.9027717	{E1D21429-9624-4678-8528-66F1811986F9}	Double parking	2017-05-05T18:40:31.000Z	11109	Most days the bike lane is clogged here.	Biker
-77.03027047	38.89993149	{2AAD8E76-0220-4D7D-8F1E-E42B06396988}	Blocking the crosswalk	2017-05-05T18:41:37.000Z	3319	Often buses that get held up at the stoplight and protrude into the New York Ave intersection.	Biker
-77.03363772	38.89288137	{9E0D4743-1A01-42D5-B855-FD47569EC033}	Double parking	2017-05-05T18:42:13.000Z	759	Often cars are waiting to pick someone up and block the right-hand lane.	Biker
-77.03340187	38.89890399	{42FCBC6D-4872-430A-8C2F-A38AEB5A525B}	Double parking	2017-05-05T18:39:52.000Z	732	Almost every day.	Biker
-77.06325336	38.93349735	{0385F317-FE09-4BFF-84D3-09D7F04F9216}	Speeding	2017-05-08T19:47:11.000Z	5864	"I am a biker, car driver and pedestrian, not just one of the three.

Drivers heading down Macomb Street's hill travel 30-40 mph.  The school zone speed limit of 15mph makes speed tables or other traffic calming important."	Car Driver
-77.05257488	38.92325387	{414CE92C-5B66-47DF-B4A8-2A76FB15C5DC}	Failure to stop for pedestrians	2017-05-12T01:25:39.000Z	12780	"Cars turning left from Calvert downhill onto Shoreham Dr often fail to stop for pedestrians crossing Shoreham Dr. Probably a combination of it being a difficult left turn at rush hour, and being unable to see pedestrians until partway through turn?"	Pedestrian
-77.05122122	38.90291626	{DEC48AEB-76AD-48D2-B4FF-2FC978F4E5DC}	Other Driving Issue	2017-05-25T13:31:56.000Z	8058	"Driver of WMATA bus 7207 did not signal pull out and then did not signal as he cut across two lanes of traffic in traffic circle, forcing other vehicles already in lane to take evasive action. Bus failure to signal in this area is common."	Biker
-77.01914023	38.92808226	{2787B24F-0023-4B89-91E1-DFC3D8A830C3}	Failure to stop for pedestrians	2017-05-26T17:46:33.000Z	12095	There needs to be a marked accessible crosswalk across this large intersection. Currently there is no safe way to cross to the trail on the other side of the street. We should be able to access the sidewalk and trail from the neighborhood.	Pedestrian
-77.04344831	38.90690622	{845EBE39-140A-43F0-9F95-1BCB02FBDA67}	Double parking	2017-06-21T20:25:45.000Z	631	"Delivery vehicles consistently block lanes during rush hour. Very dangerous, and no one seems to want to fix the issue."	Biker
-76.99284111	38.93498227	{6309479E-3999-43A1-AFB2-E68532C7FC7B}	Accessibility Issue	2017-06-29T15:26:44.000Z	4743	There is a lack of an ADA compliant cutout on the east side of 10th Street when  you are trying to cross from the small island at Michigan to the main sidewalk.	Pedestrian
-77.01596393	38.97235522	{1829EC65-ABA3-4E11-B5C0-AEF14B478E60}	Other Driving Issue	2017-07-20T17:23:09.000Z	5038	"Poor lane markings on Aspen St NW under the metro overpass. Drivers travelling westbound will use the wrong side of the road (eastbound) to turn left onto Blair. Causes ""near-misses"" and traffic jams as drivers are blocked in the intersection."	Car Driver
-77.01506685	38.97141626	{B1D7E508-A737-4BDD-A068-37CDEC0C9C26}	Stop sign running	2017-07-20T17:39:42.000Z	7773	"Southbound on Sandy Spring. Stop sign here is new and drivers run it very often. The sign is partially blocked by tree limb and, possibly, an electric pole. This problem is in conjunction with the speeding that occurs through here."	Pedestrian
-77.0154069	38.97186338	{4A343F1E-E529-46C8-9A2D-EB222359210C}	Speeding	2017-07-20T17:41:05.000Z	1311	Drivers speed through here (probably trying to avoid traffic on Blair). Traffic calming is needed here. This would help the other issues at the intersection with Aspen and at Laurel.	Pedestrian
-77.016123	38.9730619	{B9851761-09FD-4399-A3A9-E9251B7A5975}	Poor visibility	2017-07-20T17:25:56.000Z	12480	"Narrow road, tight turn, limited visibility. Many wrecks and near-misses."	Car Driver
-76.99833874	38.90623776	{B0E940C5-0433-45F7-ABD6-AF6D8708802D}	Other Biking Issue	2017-07-26T17:55:32.000Z	7233	Re: bike lane on 6th st NE that connects across Florida Ave NE. There is no pavement marker in the intersection to indicate that is a bike lane. Cars turning right or left onto Florida don't realize bikes cross there and it's a hazard.	Biker
-76.97773953	38.93722646	{D8F3E1A7-FA0C-4D1A-8A84-FE92EE056E1C}	Other Driving Issue	2017-07-26T18:01:54.000Z	8178	"Dump trucks and other heavy rigs are increasingly using South Dakota Ave NE, a residential street. They speed and pollute and shake the sidewalks as they go by."	Pedestrian
-76.99833874	38.90623776	{B4A4EE19-193B-4ABA-8C81-C16662947728}	Accessibility Issue	2017-07-26T18:05:32.000Z	7233	The sidewalks on Florida Ave are not big enough to accommodate a wheelchair or stroller. They are right next to heavy traffic with no buffer.	Pedestrian
-76.97525343	38.89949989	{2AB97A35-98C9-49D4-9D80-362361F71497}	Speeding	2017-08-15T18:12:20.000Z	854	"Cars are constantly speeding down this street, which makes it unsafe for neighbors and especially children. Speed bump would be helpful, in addition to more police monitoring."	Pedestrian
-76.98651518	38.9002061	{7D39B7AF-8FF6-4FE3-97F6-57B77C9932E5}	Double parking	2017-08-15T18:14:40.000Z	10010	"Drivers (Uber/Lyft drivers?) often stop/double park here, reducing traffic to 1 lane and making it dangerous when cars swerve into the left lane to avoid the double parkers"	Car Driver
-77.03116863	38.90374508	{9ACFB32A-9B60-4034-9F47-5ACB08696B32}	Blocking the bikebox	2017-08-15T18:15:07.000Z	7643		Biker
-77.00905006	38.95733906	{3EB1C80D-5648-48C4-91D9-83427FD2B0E9}	Poor visibility	2017-08-25T15:12:34.000Z	5697	Terrible views here with the blind hill.	Car Driver
-77.0056487	38.96145313	{8269F59C-3FBF-4BBB-865B-89690516C585}	Poor visibility	2017-08-25T15:14:35.000Z	4584	Terrible views here with bling hill	Car Driver
-77.01875348	38.95317674	{AE050170-2E90-4D52-9F66-53DF37957656}	Other Biking Issue	2017-09-01T19:15:36.000Z	8131	"In the Rock Creek East II Study, Gallatin and Hamilton were identified as future east-west connectors for bike shared roads. Can bicycle shared road symbols be expedited as this area gets heavy east-west bicycle traffic."	Biker
-77.01883897	38.95211653	{F66ABBB4-F954-4895-BDBB-C5FA3F702EA2}	Other Biking Issue	2017-09-01T19:16:20.000Z	7416	"In the Rock Creek East II Study, Gallatin and Hamilton were identified as future east-west connectors for bike shared roads. Can bicycle shared road symbols be expedited as this area gets heavy east-west bicycle traffic."	Biker
-77.0086706	38.94646558	{10CD7980-3388-4182-A32C-369D600B85CB}	Other Walking Issue	2017-09-01T19:20:08.000Z	13254	The sidewalk on the Cemetery Side of the Road dissapears!!! This is a very hectic intersection and a sidewalk would make this much safer.	Pedestrian
-77.0020382	38.9133457	{133FCBD8-AC67-4C9E-9A2C-C5B4932A85B6}	Failure to stop for pedestrians	2017-09-11T23:39:55.000Z	2206	At intersections on 3rd street there are crosswalks with two parallel lines and cars and bicyclists don't yield to pedestrians.  A higher visibility crosswalk with a ladder pattern would increase visibility and safety.	Pedestrian
-77.00203803	38.91405235	{52BF55F6-82FA-4A3C-B41F-E46908A75BB5}	Failure to stop for pedestrians	2017-09-11T23:40:27.000Z	1308	At intersections on 3rd street there are crosswalks with two parallel lines and cars and bicyclists don't yield to pedestrians.  A higher visibility crosswalk with a ladder pattern would increase visibility and safety.	Pedestrian
-77.00203455	38.91482973	{9424AAD9-12C8-47A9-8A8F-7FE606F2C5A8}	Failure to stop for pedestrians	2017-09-11T23:41:12.000Z	8144	At intersections on 3rd street there are crosswalks with two parallel lines and cars and bicyclists don't yield to pedestrians.  A higher visibility crosswalk with a ladder pattern would increase visibility and safety.	Pedestrian
-76.9807339	38.9269421	{CC25C9E5-9EC7-4603-8EC5-7AF1112DC2E2}	Failure to stop for pedestrians	2017-09-25T16:53:22.000Z	4281	"Car traffic does not stop for pedestrians at this intersection, I watched a man on crutches make his way across from Brookland yesterday and was worried for his life. Pair this with the speeding on RI Ave and it made for a harrowing crossing."	Pedestrian
-76.98386327	38.92571065	{8F937A13-6810-4A82-8C3F-B2A9C1077C00}	Poor visibility	2017-09-25T16:55:36.000Z	10379	"This intersection is dangerous because cars on Franklin often stop in the middle of the intersection as they queue up for the signal to the east, and traffic coming westbound on Franklin are difficult to see if you're on 15th, trying to cross Nbound."	Car Driver
-77.01049368	38.92647418	{1F62A5DA-4C75-4D49-96B5-101F14EFBCDD}	Speeding	2017-09-25T16:56:19.000Z	2943	Car drivers speed constantly on Michigan Ave.	Biker
-77.00906058	38.87929338	{523C3D21-02E3-4E94-B982-E48EA3E30570}	Other Driving Issue	2017-09-27T00:15:55.000Z	8285	Going from 395 off ramp on S Capitol. No on follows street lines that lead to far left lanes. Drivers in left lane of off ramp drive straight and almost hit cars in right lane following lanes.	Car Driver
-77.04166327	38.91423195	{A70D2B8C-7004-4935-83F2-FB17EC9A9393}	Other Driving Issue	2017-12-13T18:12:40.000Z	7150	"Reckless driver was honking at bikers along 18th street from Florida Ave to New Hampshire Ave. At 18th and S St. intersection, light turned green the aggressive driver sped up, went around a car in front of it and cut it off in middle of intersection"	Biker
-77.05013671	38.89721744	{85B9338C-0C81-44FB-9363-074FDAE80050}	Failure to stop for pedestrians	2018-02-07T18:12:41.000Z	1273	"Drivers turning right from Virginia onto 23rd do not stop for pedestrians. Also, there is only 1 turn lane, but drivers always create a second, and the second turn lane has terrible visibility of pedestrians in the crosswalk."	Pedestrian
-77.02427113	38.88103197	{8B3114E2-B511-4398-8825-6BB5234B26F6}	Failure to stop for pedestrians	2018-02-14T00:34:35.000Z	9444	Drivers often fail to yield to pedestrians at crosswalk west across northbound 9th st.	Pedestrian
-77.02386753	38.88128377	{9D90C9C8-D455-463F-95AF-25AE21C82E5F}	Other Walking Issue	2018-02-14T00:36:48.000Z	3354	Arrangement of intersection requires pedestrians to use two crosswalks to cross to the north side of G St when walking north up the east side of 9th st. Pedestrians often jaywalk to avoid the extra distance.	Pedestrian
-77.02719668	38.88159874	{01922A9A-0F4B-431A-A53A-69A66DEE73FD}	Other Driving Issue	2018-02-14T00:43:57.000Z	2251	Timing of lights managing merge of southbound 12th st and eastbound Maine Avenue is highly problematic. Sensors should be used so cars don’t wait for nonexistent traffic. Also causes issues with pedestrian signal timing.	Car Driver
-77.02408763	38.88139696	{6307453C-C805-4CC7-BB2B-186267A5E3D3}	Other Driving Issue	2018-02-14T00:40:11.000Z	6835	"Intersection of 9th st South, freeway off ramp, G St, and slip lane to L’Enfant Promende is confusing and numerous close calls occur everyday. Signage is significantly lacking given the far from standard configuration."	Car Driver
-77.02472127	38.88020934	{4B874BD7-7C6F-4790-AB8A-F0E8DD95CF0F}	Failure to stop for pedestrians	2018-02-14T00:47:39.000Z	6941	Significant volume of cars making left turns from 9th st southbound to westbound Maine Avenue failing to pay attention to or yield to pedestrians in cross walk.	Pedestrian
-76.98538374	38.8659281	{078D5B16-F825-4594-B009-CE780E9DB547}	Other Walking Issue	2018-03-06T15:53:26.000Z	13064	Crosswalk lines are completely missing. Reported to 311 but no response. There are no stop signs at this intersection and cars fly up and down 14th street. Someone is going to be killed.	Pedestrian
-77.00586597	38.8755078	{989F8F70-FB5F-4D45-A340-4A9E1E430E7F}	Double parking	2018-03-08T03:36:53.000Z	11220	"Car drivers and bicyclists have a tough time navigating both the year-long lane closure and re-routing on SB 1st street, only to contend with double parking by cab/uber/lyft and dropoffs for hotels. This is very hazardous for bicyclists!"	Biker
-77.00906603	38.90008431	{7A3C8A1C-2C4D-47DB-B54A-5229131B9C61}	Double parking	2018-03-14T12:18:58.000Z	11407	After 3:00 pm Taxi's line to pick-up customers at Union Station. Not allowing Buses to make right turn which adds in blocking traffic and pedestrian crossing at the intersection.	Car Driver
-77.02971032	38.9307044	{076D6306-75E9-4C19-AB48-25FC557BF224}	Failure to stop for pedestrians	2018-03-16T19:00:59.000Z	10375	Cars drive through this intersection very fast on 13th st and don't stop for pedestrians despite the cross walk. The current signage on the road is knocked down at least once a week and is not effective.	Pedestrian
-76.98221393	38.894775	{D767524B-D3AB-4D62-A290-427909C4834B}	Stop sign running	2018-03-19T16:39:29.000Z	9907	"Every morning at rush hour. Lots of cars in all directions running stop signs. Sometimes soft roll through, sometimes egregiously."	Pedestrian
-77.06606099	38.90525963	{96A45887-3E22-4C05-A09C-AD6CA3675931}	Failure to stop for pedestrians	2018-03-19T20:48:28.000Z	12601	"Cars turning left from M northbound onto 33rd have a green left turn arrow, but fail to stop for pedestrians that have a walk signal across 33rd once the left turn arrow disappears"	Pedestrian
-77.03649168	38.92097197	{22BE5FE2-BA6D-4FF9-92FD-1CA684308638}	Not enough time to cross	2018-03-19T20:50:24.000Z	357	"Pedestrians must press a beg button to activate walk signal, and walk signal timer is extremely short"	Pedestrian
-77.01069823	38.94475622	{D920AEA3-1445-4A6E-91CD-D2B78452350E}	Other Walking Issue	2018-03-19T20:57:28.000Z	11382	"Traffic signal for northbound traffic constantly stays green even when pedestrians have a walk signal, and would be safer crossing Harewood Road if traffic was stopped. See issue 44961."	Pedestrian
-77.00590435	38.94529096	{9480A159-70ED-4072-BB6C-74BC9DB0CEEF}	Other Driving Issue	2018-03-19T16:40:04.000Z	10140	Car driving north on Hawaii passed another moving car also driving north on Hawaii by crossing double-yellow line	Pedestrian
-77.00506411	38.94492039	{A717123E-8958-4036-827A-24A8985D4D73}	Speeding	2018-03-19T16:41:20.000Z	3272		Pedestrian
-77.01092828	38.94462072	{751CBE53-F208-4CA1-A19A-D5E730E13B5B}	Failure to stop for pedestrians	2018-03-19T20:54:01.000Z	11382	Pedestrians crossing Harewood Road from south to north must look over their shoulder to see oncoming traffic making a right from Rock Creek Church Road to Harewood Road. Cars speed through the intersection and fail to allow pedestrians to cross.	Pedestrian
-77.02117335	38.960172	{25C9CCD4-9A10-4C6B-BCF4-DD15C4F9CFB9}	Stop sign running	2018-03-20T20:45:42.000Z	3975	Drivers traveling north-south on 6th St. tend to run this stop sign or only pause briefly here.  Many of these drivers are coming from Missouri Avenue and appear to trying to shortcut around stoplights and bus routes.	Pedestrian
-77.01996289	38.95796557	{A347F75A-AFC5-4ED2-BB22-08D91E742827}	Other Driving Issue	2018-03-20T20:59:46.000Z	10117	"There is an apartment bldg on the east side of the rd., and rideshare and delivery drivers tend to stop there though there is no parking or standing area. There is no safe way for other vehicles to pass and poor visibility."	Car Driver
-77.02235097	38.95710662	{FFA616F0-A859-4704-9B36-E4F8D3D4BD05}	Other Driving Issue	2018-03-20T21:07:01.000Z	9140	"Though this street is narrow, drivers tend to speed down the center of the road and not accommodate drivers coming in the opposite direction. It leads to a lot of near-miss head-on collisions and road rage incidents."	Car Driver
-77.02803304	38.96102157	{69E07B2C-A0F9-47C9-AACA-E9D85BFD3143}	Other Driving Issue	2018-03-20T21:15:08.000Z	7711	"When westbound MO Ave. has the green, the right lane gets blocked by vehicles turning north on GA. Drivers will swerve and switch lanes mid-intersection to avoid the blockage."	Car Driver
-77.02852191	38.96134623	{F1035EF6-E8BE-4060-B979-59B241169041}	Red light running	2018-03-20T21:16:09.000Z	1907	East-bound drivers routinely run the red light at this intersection and block the box.	Car Driver
-77.02801251	38.96126686	{308F4393-F3FB-4240-BF31-EE4A427DF20D}	Other Driving Issue	2018-03-20T21:18:21.000Z	10603	"The left turn lane from east-bound Missouri onto north-bound Georgia is very short and almost always backs up, blocking the through lane and the previous intersection. Consider eliminating the turn lane."	Car Driver
-77.02850994	38.96129034	{E0C59762-5FA8-42E2-B221-12580D67455A}	Other Driving Issue	2018-03-20T21:20:19.000Z	1907	"During evening rush hour drivers on Colorado Avenue cannot turn right onto Missouri Avenue while properly observing yield laws. If they then attempt to turn left onto Georgia, they can only do so by blocking three lanes of traffic."	Car Driver
-77.04109953	38.96269436	{6B3DEAD6-3E38-47FC-92CF-2A6A182FDF6C}	Other Biking Issue	2018-03-20T21:41:41.000Z	4223	Some cyclists choose Military Rd. as an east-west route across Rock Creek Park as there aren't many alternatives nearby. They are hard to see and avoid b/c traffic speeds so greatly and curves in road. No bike trail exists adjacent to the road.	Car Driver
-77.02420491	38.9601643	{BB176C1C-BBF2-4D27-A16F-6F6EBA07BF4D}	Poor visibility	2018-03-20T21:09:06.000Z	9428	It is very difficult for drivers traveling east-west to see and yield to north-south traffic because of parked cars in the curb lane. A lot of drivers also get confused and think this is a four-way stop.	Car Driver
-77.06623717	38.96100624	{94478D41-37B5-42EA-AE77-D2BE24F8F77A}	Other Driving Issue	2018-03-20T21:45:38.000Z	7310	Drivers west-bound on Military Rd. in the left turn-only often decide that they want to continue traveling straight on Military Rd. They will change lanes in the intersection without yielding. This can happen one or more times  per light cycle.	Car Driver
-77.02852191	38.96134623	{81621630-F7B3-41DB-ACAF-527097C08021}	Other Driving Issue	2018-03-20T21:28:28.000Z	1907	"Despite the concrete median on Missouri Avenue, drivers on southbound Rock Creek Church Rd. will turn left onto Missouri. They often endanger pedestrians in the crosswalk as they do so."	Car Driver
-77.03913066	38.96314136	{37A26758-DF78-4B10-B0E6-3065F34631A4}	Speeding	2018-03-20T21:30:51.000Z	8134	"If I drive 40 in this 35 m.p.h. zone, other drivers will tailgate me so closely that I can hardly see the hoods of their cars. With merging traffic in the right lane and the curves in the road, I am very uncomfortable with the average rate of speed."	Car Driver
-77.08521694	38.961076	{CD35259F-110B-4CF6-ADBE-4D81C9F349DE}	Long wait to cross	2018-03-28T16:23:42.000Z	10089	Pedestrians crossing Western must cross three sections of road at between concrete barriers. Each section has its own walk light which is not synchronized with the others; it takes more than one light cycle for peds to legally cross the road.	Pedestrian
-77.08513289	38.96103516	{3655FE41-7073-4691-905B-3F5622498188}	Other Driving Issue	2018-03-28T16:29:34.000Z	10089	Drivers west-bound on Military who are turning left onto Western will change lanes mid-turn. This is due to confusion about which lanes go where at the Western and Wisconsin intersection. The lane changes cause near collisions and block crosswalks.	Car Driver
-77.00115543	38.9527153	{A2755502-CECB-484A-BB16-C8F139D925E2}	Blocking the crosswalk	2018-04-18T13:14:16.000Z	14178	"DDOT finally re-installed crosswalk here, but cars now park on either side of the crosswalk, blocking visibility.  I've been asking for some do not park signs to be installed here for the last 6 months."	Pedestrian
-77.00429379	38.95331102	{B3415EC2-7D13-4119-8792-2B657C0A95C9}	Speeding	2018-04-18T13:15:14.000Z	14178	"Private cars, taxis and buses all speed down this stretch."	Pedestrian
-77.0070294	38.95233091	{AFDF3647-6E06-4C8E-8250-2DEB5A1C7173}	Failure to stop for pedestrians	2018-04-18T13:16:38.000Z	418	Drivers enter/exit driveway without looking for pedestrians first.  Very dangerous considering that there are 3 schools in the immediate vicinity.	Pedestrian
-77.00753295	38.95512358	{954802B9-97F6-4BE4-B30F-0CDF06E9B7F1}	Other Walking Issue	2018-04-18T13:18:47.000Z	11749	"The crosswalk is faded/missing here.  Pedestrian visibility is very poor here, especially given the nearby 3 schools and heavy vehicular traffic.  A crossing guard would be an added plus."	Pedestrian
-77.00729667	38.95523257	{52F8F4B5-E0B5-4429-8136-1F9D33AE11E5}	Blocking the crosswalk	2018-04-18T13:32:12.000Z	6043	"Cars often block the crosswalk across Riggs, making it difficult for pedestrians to safely cross the street.  There are many bustops on this street as well as 3 schools in the vicinity."	Pedestrian
-76.99547715	38.95160807	{D0CE14F0-687E-4604-9983-2594DC5692CB}	Failure to stop for pedestrians	2018-04-18T13:33:18.000Z	4316	"It is very difficult to cross the street at the marked crosswalks.  Cars speed  up and down South Dakota, which compounds the issue"	Pedestrian
-76.99430275	38.92185741	{7EDF5266-1C83-40E7-A5A5-B518E2211346}	Speeding	2018-04-18T13:35:46.000Z	6804	"This is a school zone, yet cars speed by during the school day."	Pedestrian
-77.02613325	38.8848572	{8C94B60E-9C40-42F2-BF46-FE98D47EFAF0}	Failure to stop for pedestrians	2018-04-18T13:38:33.000Z	4659	"Cars coming off of 395 do not yield to pedestrians.  Many drivers, if they do stop, continue to inch their cars toward pedestrians still in the crosswalk.  This has been an issue for at least 8 years now."	Pedestrian
-76.99693954	38.95273424	{CA78C317-CD44-4962-8770-DB88D224D3E4}	Failure to stop for pedestrians	2018-04-18T13:33:53.000Z	12160	Cars turning onto Galloway from SD Ave do not yield to pedestrians in the crosswalk.	Pedestrian
-76.95211475	38.89566957	{EF4F9EEB-3C93-4BFC-9CE5-2017E43A99E0}	Other Walking Issue	2018-05-11T15:11:47.000Z	6467	"There is nothing in between pedestrians and cars except for a 2-3 inch thick cinderblock that is about 3 feet tall. There is also only enough room for 1 pedestrian to walk. Finally, there is zero lighting."	Pedestrian
-77.00591805	38.88981961	{03593690-92E3-4575-9B85-B4C703F877F9}	Long wait to cross	2018-05-24T01:05:58.000Z	4397	"If you want to cross legally, you have to wait more than a minute to cross 1st st - even though there are no cars! There is a LONG left hand turn light and NO ONE EVER TURNS left!"	Pedestrian
-77.03226737	38.88764277	{99D5E715-4459-4F71-9AEB-52306BB4D1A8}	Speeding	2018-05-24T01:11:25.000Z	2455		Pedestrian
-77.03207568	38.88760133	{40B4401E-AC63-4E64-B9E4-ACBD1A4020BA}	Long wait to cross	2018-05-24T01:12:25.000Z	2455	24 seconds to cross 4+ lanes of traffic. Watch a school group try. It's Darwinian.	Pedestrian
-77.04499123	38.88581074	{926C8984-FC02-489E-83E2-830812547B2A}	Failure to stop for pedestrians	2018-05-24T01:17:49.000Z	14514		Pedestrian
-77.03366307	38.89193702	{716E1B23-FAE7-4BE7-BB06-D0C546D1DE2E}	Failure to stop for pedestrians	2018-05-24T01:19:02.000Z	1755	Right turn on red and green. It's like they are aiming for pedestrians.	Pedestrian
-77.0028859	38.88981531	{66852467-8340-4E5E-96EF-71A471AE69CE}	Double parking	2018-05-24T01:07:42.000Z	9517	BUSES ILLEGALLY BLOCKING BIKE LANE AND LETTING OFF PASSENGERS. EVERY SINGLE DAY.	Biker
-77.0417071	38.89960168	{75DD3206-9FD3-48D1-8D76-45CBAA0917AA}	Stop sign running	2018-05-24T01:10:31.000Z	11282	"So no stop sign. Cars just run red lights here. EVERY SINGLE DAY, I see ~5 cars each cycle during the morning, and usually another 1-2 each cycle in the evening. Not just 1 second late, but like 3-4 seconds late. Surprised more people not hit here."	Pedestrian
-76.9793035	38.8994007	{27DF689C-57CB-4D2B-A555-AF250F06C25C}	Not enough time to cross	2018-05-24T01:14:19.000Z	10849	"Watched from my car as a group of kids tried to cross the street in time. They didn't make it. Thankfully, cars stopped for them. Kids were small too. Shame on DC traffic planners. Clearly hate children crossing street."	Pedestrian
-77.02039266	38.89056972	{0BD48FE5-16B3-41B9-9A1C-55A5B8342EA4}	Speeding	2018-05-24T01:15:26.000Z	9177	15 mph speed limit here is a joke. Surprised more people not hit - especially at rush hour.	Biker
-77.0260254	38.89049458	{94AC019E-D460-4F40-9B73-EAEF0DC2E2E5}	Other Walking Issue	2018-05-24T01:16:05.000Z	4012	Side walk blocked by construction. Meanwhile cars speed.	Pedestrian
-77.04348342	38.89263881	{B6F3D383-C57B-4FD7-9CA9-C5B2293BE447}	Speeding	2018-05-24T01:17:11.000Z	13163	This is a speed way for cars. And city just repaved. I'd love to see how many cars get over 60 mph on this stretch.	Biker
-77.01744233	38.91663453	{8D173F13-E2A9-4689-BAD0-4798D922CCD1}	Failure to stop for pedestrians	2018-05-30T21:35:24.000Z	8003	This is one of the most unsafe intersections in this part of the city. 4th Street needs dramatic traffic calming.	Pedestrian
-77.01728794	38.91561786	{0FBB10F1-C5C9-44AF-802D-0C8122AD72A9}	Speeding	2018-05-30T21:36:39.000Z	2474	Drivers routinely cross the double yellow on this stretch and pass illegally at very high speed (one of our neighbors has dozens of instances of this type of behavior on security camera footage). 4th Street requires comprehensive traffic calming.	Pedestrian
-77.04918088	38.90857269	{1E20EECC-D114-4F68-95C3-C35F11E04AAA}	Poor visibility	2015-07-11T18:15:27.000Z	10370	"Westbound traffic on O Street NW trying to turn onto 23rd Street NW has no sightline to oncoming traffic on 23rd, at least where the present stop sign is located. The condominium building blocks the view, making turning extremely dangerous."	Biker
-77.06780565	38.90390867	{625F7B3B-178D-4F46-9B29-A885275106FD}	Other Driving Issue	2015-07-11T18:36:28.000Z	8804	"Buses (tour buses and occasional Circulators) often use the dead end part of Water Street to turn around, causing dangerous interactions with other road users. Buses should not be allowed on Water Street west of Wisconsin."	Biker
